g	617	868	150	150	0	0	30m	100	1	621

m	222	271	50	50	0	0	620s	100	1	531
m	784	1351	50	50	0	0	622s	100	1	532
m	591	1323	50	50	0	0	624s	100	1	533
m	1004	1009	50	50	0	0	626s	100	1	534

m	1317	516	50	50	0	0	621s	100	1	531
m	350	857	50	50	0	0	623s	100	1	532
m	1373	274	50	50	0	0	625s	100	1	533
m	890	458	50	50	0	0	627s	100	1	534


m	592	1270	50	50	0	0	628s	100	1	601
m	764	1294	50	50	0	0	630s	100	1	602
m	1066	1253	50	50	0	0	632s	100	1	603
m	959	994	50	50	0	0	635s	100	1	604

m	1180	90	50	50	0	0	629s	100	1	601
m	1354	226	50	50	0	0	631s	100	1	602
m	217	209	50	50	0	0	633s	100	1	603
m	671	1241	50	50	0	0	634s	100	1	604

