m	559	947	50	50	0	0	1800s	100	1	8009
m	652	905	50	50	0	0	1700s	100	1	8009
m	597	825	50	50	0	0	1600s	100	1	8009

r	598	824	50	50	0	0	3560s	100	1	2003
r	653	904	50	50	0	0	3555s	100	1	2003
r	560	946	50	50	0	0	3550s	100	1	2003
r	567	540	50	50	0	0	3565s	100	1	2003
r	582	1291	50	50	0	0	3570s	100	1	2003
r	770	1339	50	50	0	0	3575s	100	1	2003
r	1026	1261	50	50	0	0	3580s	100	1	2003
r	1308	1199	50	50	0	0	3585s	100	1	2003
r	1269	780	50	50	0	0	3590s	100	1	2003
r	1315	525	50	50	0	0	3595s	100	1	2003
r	992	547	50	50	0	0	3600s	100	1	2003
r	1338	237	50	50	0	0	3605s	100	1	2003
r	910	202	50	50	0	0	3610s	100	1	2003
r	548	260	50	50	0	0	3615s	100	1	2003
r	187	220	50	50	0	0	3620s	100	1	2003
r	264	636	50	50	0	0	3625s	100	1	2003
r	259	915	50	50	0	0	3630s	100	1	2003
r	252	1235	50	50	0	0	3635s	100	1	2003
r	979	996	50	50	0	0	3640s	100	1	2003
r	971	733	50	50	0	0	3645s	100	1	2003

