r	688	531	10	10	0	0	90s	100	1	306
r	672	549	10	10	0	0	90s	100	1	306
r	647	513	10	10	0	0	90s	100	1	306
r	681	564	10	10	0	0	90s	100	1	306
r	703	601	10	10	0	0	90s	100	1	306
r	706	621	10	10	0	0	90s	100	1	306
r	738	529	10	10	0	0	90s	100	1	306
r	752	545	10	10	0	0	90s	100	1	306
r	728	601	10	10	0	0	90s	100	1	306
r	704	535	10	10	0	0	90s	100	1	306
r	663	519	10	10	0	0	90s	100	1	306
r	612	514	10	10	0	0	90s	100	1	306
r	620	531	10	10	0	0	90s	100	1	306
r	574	534	10	10	0	0	90s	100	1	306
r	544	543	10	10	0	0	90s	100	1	306
r	587	556	10	10	0	0	90s	100	1	306
r	515	558	10	10	0	0	90s	100	1	306
r	532	568	10	10	0	0	90s	100	1	306
r	539	587	10	10	0	0	90s	100	1	306
r	561	594	10	10	0	0	90s	100	1	306
r	546	604	10	10	0	0	90s	100	1	306
r	621	588	10	10	0	0	90s	100	1	306
r	610	578	10	10	0	0	90s	100	1	306
r	604	563	10	10	0	0	90s	100	1	306
r	627	602	10	10	0	0	90s	100	1	306
r	686	587	10	10	0	0	90s	100	1	306
r	677	979	10	10	0	0	90s	100	1	303
r	666	1006	10	10	0	0	90s	100	1	303
r	604	995	10	10	0	0	90s	100	1	303
r	564	979	10	10	0	0	90s	100	1	303
r	529	944	10	10	0	0	90s	100	1	303
r	545	889	10	10	0	0	90s	100	1	303
r	537	833	10	10	0	0	90s	100	1	303
r	636	799	10	10	0	0	90s	100	1	303
r	662	823	10	10	0	0	90s	100	1	303
r	672	881	10	10	0	0	90s	100	1	303
r	630	833	10	10	0	0	90s	100	1	303
r	595	936	10	10	0	0	90s	100	1	303
r	584	866	10	10	0	0	90s	100	1	303
r	677	912	10	10	0	0	90s	100	1	303
r	637	881	10	10	0	0	90s	100	1	304
r	603	862	10	10	0	0	90s	100	1	304
r	638	854	10	10	0	0	90s	100	1	304
r	598	806	10	10	0	0	90s	100	1	304
r	614	813	10	10	0	0	90s	100	1	304
r	582	788	10	10	0	0	90s	100	1	304
r	578	831	10	10	0	0	90s	100	1	304
r	578	850	10	10	0	0	90s	100	1	304
r	551	873	10	10	0	0	90s	100	1	304
r	574	919	10	10	0	0	90s	100	1	304
r	582	954	10	10	0	0	90s	100	1	304
r	622	969	10	10	0	0	90s	100	1	304
r	647	910	10	10	0	0	90s	100	1	304
r	631	897	10	10	0	0	90s	100	1	304
r	608	886	10	10	0	0	90s	100	1	304
r	568	886	10	10	0	0	90s	100	1	304
r	547	949	10	10	0	0	90s	100	1	304
r	569	937	10	10	0	0	90s	100	1	304
r	615	944	10	10	0	0	90s	100	1	304
r	643	931	10	10	0	0	90s	100	1	304
r	604	960	10	10	0	0	90s	100	1	304
r	660	940	10	10	0	0	90s	100	1	304
r	644	978	10	10	0	0	90s	100	1	304
r	642	995	10	10	0	0	90s	100	1	304
r	584	973	10	10	0	0	90s	100	1	304
r	559	958	10	10	0	0	90s	100	1	304
r	551	919	10	10	0	0	90s	100	1	304
r	559	856	10	10	0	0	90s	100	1	304
r	564	810	10	10	0	0	90s	100	1	304
r	556	782	10	10	0	0	90s	100	1	304
r	617	824	10	10	0	0	90s	100	1	304
r	639	841	10	10	0	0	90s	100	1	304
r	653	867	10	10	0	0	90s	100	1	304
r	592	841	10	10	0	0	90s	100	1	304
r	658	895	10	10	0	0	90s	100	1	304
r	660	915	10	10	0	0	90s	100	1	304
r	761	993	10	10	0	0	90s	100	1	303
r	681	1002	10	10	0	0	90s	100	1	303
r	1073	908	10	10	0	0	90s	100	1	303
r	1087	920	10	10	0	0	90s	100	1	303
r	1041	953	10	10	0	0	90s	100	1	303
r	1037	1016	10	10	0	0	90s	100	1	303
r	964	968	10	10	0	0	90s	100	1	303
r	894	969	10	10	0	0	90s	100	1	303
r	893	1010	10	10	0	0	90s	100	1	303
r	964	1017	10	10	0	0	90s	100	1	303
r	990	1011	10	10	0	0	90s	100	1	303
r	1029	1005	10	10	0	0	90s	100	1	303
r	847	988	10	10	0	0	90s	100	1	304
r	870	989	10	10	0	0	90s	100	1	304
r	912	985	10	10	0	0	90s	100	1	304
r	950	981	10	10	0	0	90s	100	1	304
r	1000	975	10	10	0	0	90s	100	1	304
r	920	1013	10	10	0	0	90s	100	1	304
r	935	988	10	10	0	0	90s	100	1	304
r	942	1011	10	10	0	0	90s	100	1	304
r	995	992	10	10	0	0	90s	100	1	304
r	1023	1025	10	10	0	0	90s	100	1	304
r	989	1026	10	10	0	0	90s	100	1	304
r	1016	1041	10	10	0	0	90s	100	1	304
r	1036	985	10	10	0	0	90s	100	1	304
r	1061	972	10	10	0	0	90s	100	1	303
r	1064	934	10	10	0	0	90s	100	1	303
r	1088	892	10	10	0	0	90s	100	1	303
