//m	1407	139	0	0	0	0	1m	100	1	10007
m	1407	139	0	0	0	0	1m	100	1	10203
//m	113	109	0	0	0	0	1m	100	1	10009
m	113	109	0	0	0	0	1m	100	1	10204
m	601	1404	0	0	0	0	1m	100	1	10011
m	695	547	0	0	0	0	1m	100	1	10013
// 다나까 -----------------------------------------------------------------------------------
s	0	0	0	0	0	0	600s	100	10	5004
// 비석NPC
m	633	612	0	0	0	0	1m	100	1	20353
// 위프NPC
m	567	515	0	0	0	0	1m	100	1	9012
// 미리내오빠 시체
m	534	969	0	0	0	0	1m	100	1	20356

// 공성워프NPC
m	910	752	0	0	0	0	1m	100	1	20097
m	289	599	0	0	0	0	1m	100	1	20098
m	168	1336	0	0	0	0	1m	100	1	20099

// 천의동굴 NPC
m	1435	1237	0	0	0	0	1m	100	1	20091
// 천의동굴 WARPNPC
m	1438	1204	0	0	0	0	1m	100	1	20093


