m	257	397	33	33	0	0	180s	100	1	8008
m	446	341	33	33	0	0	180s	100	1	8008
m	469	518	33	33	0	0	180s	100	1	8008
m	518	845	33	33	0	0	180s	100	1	8009
m	292	644	33	33	0	0	180s	100	1	8010
m	395	861	33	33	0	0	180s	100	1	8010
m	348	994	33	33	0	0	180s	100	1	8008
m	194	1141	33	33	0	0	180s	100	1	8008
m	322	1296	33	33	0	0	180s	100	1	8008
m	196	770	33	33	0	0	180s	100	1	8009
m	362	1394	33	33	0	0	180s	100	1	8009
m	511	1141	33	33	0	0	180s	100	1	8010
m	602	1387	33	33	0	0	180s	100	1	8010
m	586	908	33	33	0	0	180s	100	1	8010
m	700	1092	33	33	0	0	180s	100	1	8010
m	605	626	33	33	0	0	180s	100	1	8008
m	770	971	33	33	0	0	180s	100	1	8008
m	637	406	33	33	0	0	180s	100	1	8008
m	609	126	33	33	0	0	180s	100	1	8009
m	752	268	33	33	0	0	180s	100	1	8009
m	320	145	33	33	0	0	180s	100	1	8009
m	1039	126	33	33	0	0	180s	100	1	8010
m	1041	264	33	33	0	0	180s	100	1	8010
m	1179	430	33	33	0	0	180s	100	1	8010
m	1062	357	33	33	0	0	180s	100	1	8008
m	1282	572	33	33	0	0	180s	100	1	8008
m	1403	385	33	33	0	0	180s	100	1	8008
m	1410	885	33	33	0	0	180s	100	1	8008
m	1181	983	33	33	0	0	180s	100	1	8008
m	1375	1184	33	33	0	0	180s	100	1	8008
m	1055	1015	33	33	0	0	180s	100	1	8008
m	810	901	33	33	0	0	180s	100	1	8008
m	915	1127	33	33	0	0	180s	100	1	8008
m	789	1118	33	33	0	0	180s	100	1	8008
m	855	611	33	33	0	0	180s	100	1	8008
m	885	611	33	33	0	0	180s	100	1	8009
m	868	631	33	33	0	0	180s	100	1	8010


r	1183	211	100	100	0	0	3575s	100	1	2006
r	1250	219	100	100	0	0	3580s	100	1	2006
r	657	229	100	100	0	0	3585s	100	1	2006
r	868	253	100	100	0	0	3590s	100	1	2006
r	1215	529	100	100	0	0	3595s	100	1	2006
r	601	549	100	100	0	0	3180s	100	1	2006
r	1333	562	100	100	0	0	3605s	100	1	2006
r	1191	625	100	100	0	0	3610s	100	1	2006
r	431	674	100	100	0	0	3615s	100	1	2006
r	414	745	100	100	0	0	3620s	100	1	2006
r	1086	952	100	100	0	0	3625s	100	1	2006
r	1266	1050	100	100	0	0	3630s	100	1	2006
r	736	1197	100	100	0	0	3635s	100	1	2006
r	560	1207	100	100	0	0	3640s	100	1	2006
r	1233	1217	100	100	0	0	3645s	100	1	2006
r	1348	1249	100	100	0	0	3650s	100	1	2006
r	286	1358	100	100	0	0	3655s	100	1	2006

