g	846	835	150	150	0	0	30m	100	1	621

m	1192	137	50	50	0	0	620s	100	1	531
m	1364	1370	50	50	0	0	622s	100	1	532
m	701	1334	50	50	0	0	624s	100	1	533
m	1218	811	50	50	0	0	626s	100	1	534

m	256	163	50	50	0	0	621s	100	1	531
m	518	835	50	50	0	0	623s	100	1	532
m	220	791	50	50	0	0	625s	100	1	533
m	772	478	50	50	0	0	627s	100	1	534


m	459	948	50	50	0	0	628s	100	1	601
m	478	749	50	50	0	0	630s	100	1	602
m	951	243	50	50	0	0	632s	100	1	603
m	1011	610	50	50	0	0	635s	100	1	604

m	302	524	50	50	0	0	629s	100	1	601
m	1045	1221	50	50	0	0	631s	100	1	602
m	653	1334	50	50	0	0	633s	100	1	603
m	674	1131	50	50	0	0	634s	100	1	604

