r	188	823	10	10	0	0	90s	100	1	301
r	216	772	10	10	0	0	90s	100	1	301
r	176	706	10	10	0	0	90s	100	1	301
r	171	876	10	10	0	0	90s	100	1	301
r	219	842	10	10	0	0	90s	100	1	302
r	206	872	10	10	0	0	90s	100	1	302
r	685	1353	10	10	0	0	90s	100	1	302
r	836	1348	10	10	0	0	90s	100	1	302
r	568	1341	10	10	0	0	90s	100	1	302
r	630	1349	10	10	0	0	90s	100	1	301
r	640	1319	10	10	0	0	90s	100	1	301
r	705	1323	10	10	0	0	90s	100	1	301
r	775	1344	10	10	0	0	90s	100	1	301
r	802	1319	10	10	0	0	90s	100	1	301
r	1023	1302	10	10	0	0	90s	100	1	301
r	1084	1341	10	10	0	0	90s	100	1	301
r	1052	1236	10	10	0	0	90s	100	1	301
r	1033	1240	10	10	0	0	90s	100	1	302
r	1066	1269	10	10	0	0	90s	100	1	302
r	1061	1308	10	10	0	0	90s	100	1	302
r	1308	1339	10	10	0	0	90s	100	1	302
r	1279	1396	10	10	0	0	90s	100	1	302
r	1322	1398	10	10	0	0	90s	100	1	302
r	1349	1349	10	10	0	0	90s	100	1	302
r	1225	1108	10	10	0	0	90s	100	1	302
r	1160	1089	10	10	0	0	90s	100	1	302
r	1332	1155	10	10	0	0	90s	100	1	302
r	1275	1134	10	10	0	0	90s	100	1	302
r	1266	1091	10	10	0	0	90s	100	1	301
r	1294	1110	10	10	0	0	90s	100	1	303
r	1228	1074	10	10	0	0	90s	100	1	303
r	1271	881	10	10	0	0	90s	100	1	305
r	1201	847	10	10	0	0	90s	100	1	305
r	1187	800	10	10	0	0	90s	100	1	305
r	1272	807	10	10	0	0	90s	100	1	305
r	1289	841	10	10	0	0	90s	100	1	305
r	1215	774	10	10	0	0	90s	100	1	305
r	1304	550	10	10	0	0	90s	100	1	305
r	1286	576	10	10	0	0	90s	100	1	305
r	1305	596	10	10	0	0	90s	100	1	305
r	1405	567	10	10	0	0	90s	100	1	305
r	1359	524	10	10	0	0	90s	100	1	305
r	1354	592	10	10	0	0	90s	100	1	305
r	1252	604	10	10	0	0	90s	100	1	305
r	320	1316	10	10	0	0	90s	100	1	305
r	302	1353	10	10	0	0	90s	100	1	305
r	340	1347	10	10	0	0	90s	100	1	305
r	232	1334	10	10	0	0	90s	100	1	305
r	277	1289	10	10	0	0	90s	100	1	305
r	213	1260	10	10	0	0	90s	100	1	305
r	182	1311	10	10	0	0	90s	100	1	305
r	201	1373	10	10	0	0	90s	100	1	305
r	271	1366	10	10	0	0	90s	100	1	305
r	319	1388	10	10	0	0	90s	100	1	305
r	193	1227	10	10	0	0	90s	100	1	305
r	270	176	10	10	0	0	90s	100	1	305
r	150	151	10	10	0	0	90s	100	1	305
r	337	138	10	10	0	0	90s	100	1	305
r	208	144	10	10	0	0	90s	100	1	305
r	379	124	10	10	0	0	90s	100	1	305
r	404	160	10	10	0	0	90s	100	1	305
r	344	176	10	10	0	0	90s	100	1	305
r	136	193	10	10	0	0	90s	100	1	305
r	174	203	10	10	0	0	90s	100	1	305
r	395	209	10	10	0	0	90s	100	1	305
r	1300	139	10	10	0	0	90s	100	1	301
r	1251	135	10	10	0	0	90s	100	1	301
r	1191	170	10	10	0	0	90s	100	1	301
r	1168	122	10	10	0	0	90s	100	1	302
r	1114	131	10	10	0	0	90s	100	1	302
r	1313	206	10	10	0	0	90s	100	1	302
r	1297	167	10	10	0	0	90s	100	1	301
r	1247	172	10	10	0	0	90s	100	1	301
r	1339	170	10	10	0	0	90s	100	1	301
r	951	253	10	10	0	0	90s	100	1	301
r	885	221	10	10	0	0	90s	100	1	301
r	830	267	10	10	0	0	90s	100	1	301
r	807	194	10	10	0	0	90s	100	1	302
r	830	214	10	10	0	0	90s	100	1	302
r	767	204	10	10	0	0	90s	100	1	302
r	773	253	10	10	0	0	90s	100	1	302
r	687	224	10	10	0	0	90s	100	1	302
r	726	197	10	10	0	0	90s	100	1	301
r	664	215	10	10	0	0	90s	100	1	302
r	634	184	10	10	0	0	90s	100	1	302
r	621	201	10	10	0	0	90s	100	1	302
r	885	269	10	10	0	0	90s	100	1	302
r	932	261	10	10	0	0	90s	100	1	302
r	940	219	10	10	0	0	90s	100	1	302
r	272	523	10	10	0	0	90s	100	1	302
r	203	493	10	10	0	0	90s	100	1	302
r	241	508	10	10	0	0	90s	100	1	302
r	280	486	10	10	0	0	90s	100	1	301
r	213	461	10	10	0	0	90s	100	1	301
r	302	420	10	10	0	0	90s	100	1	301
r	215	368	10	10	0	0	90s	100	1	302
r	256	377	10	10	0	0	90s	100	1	302
r	230	418	10	10	0	0	90s	100	1	302
r	336	391	10	10	0	0	90s	100	1	302
r	320	476	10	10	0	0	90s	100	1	302
r	255	436	10	10	0	0	90s	100	1	302
r	313	519	10	10	0	0	90s	100	1	302
r	348	428	10	10	0	0	90s	100	1	302
r	712	1148	10	10	0	0	90s	100	1	303
r	696	1093	10	10	0	0	90s	100	1	303
r	773	1146	10	10	0	0	90s	100	1	303
r	634	1133	10	10	0	0	90s	100	1	303
r	831	1145	10	10	0	0	90s	100	1	303
r	600	1145	10	10	0	0	90s	100	1	302
r	405	1178	10	10	0	0	90s	100	1	302
r	431	1192	10	10	0	0	90s	100	1	303
r	478	1164	10	10	0	0	90s	100	1	303
r	538	1171	10	10	0	0	90s	100	1	303
r	685	1127	10	10	0	0	90s	100	1	303
r	865	1152	10	10	0	0	90s	100	1	303
r	489	857	10	10	0	0	90s	100	1	302
r	484	911	10	10	0	0	90s	100	1	302
r	479	955	10	10	0	0	90s	100	1	302
r	512	735	10	10	0	0	90s	100	1	302
r	487	690	10	10	0	0	90s	100	1	302
r	402	958	10	10	0	0	90s	100	1	302
r	401	803	10	10	0	0	90s	100	1	301
r	428	845	10	10	0	0	90s	100	1	301
r	431	732	10	10	0	0	90s	100	1	301
r	464	763	10	10	0	0	90s	100	1	301
r	463	710	10	10	0	0	90s	100	1	301
r	431	889	10	10	0	0	90s	100	1	301
r	437	932	10	10	0	0	90s	100	1	301
r	445	807	10	10	0	0	90s	100	1	301
r	545	790	10	10	0	0	90s	100	1	302
r	450	982	10	10	0	0	90s	100	1	302
r	545	893	10	10	0	0	90s	100	1	302
r	526	836	10	10	0	0	90s	100	1	302
r	218	736	10	10	0	0	90s	100	1	301
r	206	685	10	10	0	0	90s	100	1	301
r	789	485	10	10	0	0	90s	100	1	303
r	720	473	10	10	0	0	90s	100	1	303
r	764	455	10	10	0	0	90s	100	1	303
r	512	447	10	10	0	0	90s	100	1	302
r	556	446	10	10	0	0	90s	100	1	302
r	615	426	10	10	0	0	90s	100	1	303
r	670	437	10	10	0	0	90s	100	1	303
r	628	470	10	10	0	0	90s	100	1	303
r	760	509	10	10	0	0	90s	100	1	303
r	1262	326	10	10	0	0	90s	100	1	301
r	1301	355	10	10	0	0	90s	100	1	301
r	1205	347	10	10	0	0	90s	100	1	301
r	1212	393	10	10	0	0	90s	100	1	302
r	1162	358	10	10	0	0	90s	100	1	302
r	1123	393	10	10	0	0	90s	100	1	302
r	1117	427	10	10	0	0	90s	100	1	302
r	1162	404	10	10	0	0	90s	100	1	301
r	1264	375	10	10	0	0	90s	100	1	301
r	1153	455	10	10	0	0	90s	100	1	301
r	1020	640	10	10	0	0	90s	100	1	303
r	974	647	10	10	0	0	90s	100	1	303
r	1020	599	10	10	0	0	90s	100	1	303
r	977	616	10	10	0	0	90s	100	1	303
r	987	536	10	10	0	0	90s	100	1	303
r	990	493	10	10	0	0	90s	100	1	302
r	1016	568	10	10	0	0	90s	100	1	302
r	1022	620	10	10	0	0	90s	100	1	303
r	997	668	10	10	0	0	90s	100	1	303
r	950	682	10	10	0	0	90s	100	1	303
r	1349	131	10	10	0	0	90s	100	1	301
r	244	1318	10	10	0	0	90s	100	1	305
r	247	1278	10	10	0	0	90s	100	1	305
r	364	1394	10	10	0	0	90s	100	1	305
r	911	878	10	10	0	0	90s	100	1	306
r	951	892	10	10	0	0	90s	100	1	306
r	964	924	10	10	0	0	90s	100	1	306
r	955	957	10	10	0	0	90s	100	1	306
r	914	971	10	10	0	0	90s	100	1	306
