//m	1420	141	0	0	0	0	1m	100	1	10007
m	1420	141	0	0	0	0	1m	100	1	10205
m	95	819	0	0	0	0	1m	100	1	10009
//m	746	1436	0	0	0	0	1m	100	1	10011
m	746	1436	0	0	0	0	1m	100	1	10206
m	896	903	0	0	0	0	1m	100	1	10013
// 다나까 -----------------------------------------------------------------------------------
s	0	0	0	0	0	0	600s	100	10	5004
// 비석NPC
m	1030	929	0	0	0	0	1m	100	1	20353
// 위프NPC
m	816	862	0	0	0	0	1m	100	1	9012
// 미리내오빠 시체
m	857	1153	0	0	0	0	1m	100	1	20356

// 공성워프NPC
m	829 	202	0	0	0	0	1m	100	1	20097
m	454	1004	0	0	0	0	1m	100	1	20098
m	1374	1395	0	0	0	0	1m	100	1	20099

// 천의동굴 NPC
m	150	1249	0	0	0	0	1m	100	1	20091
// 천의동굴 WARPNPC
m	141	1265	0	0	0	0	1m	100	1	20093


