m	807	761	50	50	0	0	1800s	100	1	8009
m	798	899	50	50	0	0	1700s	100	1	8009
m	964	980	50	50	0	0	1600s	100	1	8009

r	216	818	50	50	0	0	3550s	100	1	2003
r	476	841	50	50	0	0	3555s	100	1	2003
r	281	451	50	50	0	0	3560s	100	1	2003
r	752	470	50	50	0	0	3565s	100	1	2003
r	842	239	50	50	0	0	3570s	100	1	2003
r	1192	375	50	50	0	0	3575s	100	1	2003
r	1322	570	50	50	0	0	3580s	100	1	2003
r	957	981	50	50	0	0	3585s	100	1	2003
r	803	817	50	50	0	0	3590s	100	1	2003
r	1001	618	50	50	0	0	3595s	100	1	2003
r	1222	140	50	50	0	0	3600s	100	1	2003
r	1325	1378	50	50	0	0	3605s	100	1	2003
r	1063	1307	50	50	0	0	3610s	100	1	2003
r	834	1144	50	50	0	0	3615s	100	1	2003
r	464	1175	50	50	0	0	3620s	100	1	2003
r	179	1282	50	50	0	0	3625s	100	1	2003
r	331	1371	50	50	0	0	3630s	100	1	2003
r	132	157	50	50	0	0	3635s	100	1	2003
r	499	463	50	50	0	0	3640s	100	1	2003
r	871	877	50	50	0	0	3645s	100	1	2003

